"plate_id","batch","temperature","day","isolate","biorep","media","dilution","time","platingrep","counted_colonies","concentration_from_sphereflash","dilution_factor"
"B4_6_4_S12-0180_1_BHI_-1_36_1","B4","6",4,"S12-0180",1,"BHI",-1,"36",1,7,1540,11
"B4_6_4_S12-0184_1_BHIrif_-1_36_1","B4","6",4,"S12-0184",1,"BHIrif",-1,"36",1,2,400,10
"B4_6_4_S12-0184_1_BHIrif_-1_36_2","B4","6",4,"S12-0184",1,"BHIrif",-1,"36",2,3,600,10
"B4_6_4_S12-0184_1_BHI_-3_36_1","B4","6",4,"S12-0184",1,"BHI",-3,"36",1,93,1923240,1034
"B4_6_6_S12-0166_1_BHI_-3_24_1","B4","6",6,"S12-0166",1,"BHI",-3,"24",1,20,398400,996
"B4_6_6_S12-0184_1_BHI_-3_24_1","B4","6",6,"S12-0184",1,"BHI",-3,"24",1,22,447920,1018
"B4_6_6_S12-0180_1_BHI_-3_24_1","B4","6",6,"S12-0180",1,"BHI",-3,"24",1,161,3606400,1120
"B4_6_6_S12-0166_1_BHIrif_-1_36_1","B4","6",6,"S12-0166",1,"BHIrif",-1,"36",1,224,110019.6406,10
"B4_6_6_S12-0166_1_BHIrif_-1_36_2","B4","6",6,"S12-0166",1,"BHIrif",-1,"36",2,218,107072.6875,10
"B4_6_6_S12-0166_1_BHI_-3_36_1","B4","6",6,"S12-0166",1,"BHI",-3,"36",1,19,384332.2813,996
"B4_6_6_S12-0180_1_BHIrif_-1_36_1","B4","6",6,"S12-0180",1,"BHIrif",-1,"36",1,0,0,11
"B4_6_6_S12-0180_1_BHIrif_-1_36_2","B4","6",6,"S12-0180",1,"BHIrif",-1,"36",2,0,0,11
"B4_6_6_S12-0180_1_BHI_-3_36_1","B4","6",6,"S12-0180",1,"BHI",-3,"36",1,159,3561600,1120
"B4_6_6_S12-0184_1_BHIrif_-1_36_1","B4","6",6,"S12-0184",1,"BHIrif",-1,"36",1,15,3000,10
"B4_6_6_S12-0184_1_BHIrif_-1_36_2","B4","6",6,"S12-0184",1,"BHIrif",-1,"36",2,82,16400,10
"B4_6_6_S12-0184_1_BHI_-3_36_1","B4","6",6,"S12-0184",1,"BHI",-3,"36",1,22,425480,967
"B4_6_9_S12-0166_1_BHI_-2_24_1","B4","6",9,"S12-0166",1,"BHI",-2,"24",1,233,9556641,105
"B4_6_9_S12-0184_1_BHI_-2_24_1","B4","6",9,"S12-0184",1,"BHI",-2,"24",1,235,1188850.625,103
"B4_6_9_S12-0180_1_BHI_-2_24_1","B4","6",9,"S12-0180",1,"BHI",-2,"24",1,97,217280,112
"B4_6_9_S12-0166_1_BHIrif_-3_36_1","B4","6",9,"S12-0166",1,"BHIrif",-3,"36",1,213,4477260,1051
"B4_6_9_S12-0166_1_BHIrif_-3_36_2","B4","6",9,"S12-0166",1,"BHIrif",-3,"36",2,185,6015934.5,1051
"B4_6_9_S12-0166_1_BHI_-4_36_1","B4","6",9,"S12-0166",1,"BHI",-4,"36",1,15,3154200,10514
"B4_6_9_S12-0180_1_BHIrif_-1_36_1","B4","6",9,"S12-0180",1,"BHIrif",-1,"36",1,0,0,11
"B4_6_9_S12-0180_1_BHIrif_-1_36_2","B4","6",9,"S12-0180",1,"BHIrif",-1,"36",2,0,0,11
"B4_6_9_S12-0180_1_BHI_-2_36_1","B4","6",9,"S12-0180",1,"BHI",-2,"36",1,99,221760,112
"B4_6_9_S12-0184_1_BHIrif_-1_36_1","B4","6",9,"S12-0184",1,"BHIrif",-1,"36",1,18,3600,10
"B4_6_9_S12-0184_1_BHIrif_-1_36_2","B4","6",9,"S12-0184",1,"BHIrif",-1,"36",2,30,6000,10
"B4_6_9_S12-0184_1_BHI_-2_36_1","B4","6",9,"S12-0184",1,"BHI",-2,"36",1,236,1193909.625,103
"B4_6_12_S12-0166_1_BHI_-3_24_1","B4","6",12,"S12-0166",1,"BHI",-3,"24",1,161,9283595,1174
"B4_6_12_S12-0180_1_BHI_-4_24_1","B4","6",12,"S12-0180",1,"BHI",-4,"24",1,27,5743440,10636
"B4_6_12_S12-0184_1_BHI_-4_24_1","B4","6",12,"S12-0184",1,"BHI",-4,"24",1,98,21691320,11067
"B4_6_12_S12-0166_1_BHIrif_-3_36_1","B4","6",12,"S12-0166",1,"BHIrif",-3,"36",1,26,610480,1174
"B4_6_12_S12-0166_1_BHIrif_-3_36_2","B4","6",12,"S12-0166",1,"BHIrif",-3,"36",2,25,587000,1174
"B4_6_12_S12-0166_1_BHI_-3_36_1","B4","6",12,"S12-0166",1,"BHI",-3,"36",1,199,7228527,1174
"B4_6_12_S12-0180_1_BHIrif_-1_36_1","B4","6",12,"S12-0180",1,"BHIrif",-1,"36",1,27,5940,11
"B4_6_12_S12-0180_1_BHIrif_-1_36_2","B4","6",12,"S12-0180",1,"BHIrif",-1,"36",2,25,5500,11
"B4_6_12_S12-0180_1_BHI_-4_36_1","B4","6",12,"S12-0180",1,"BHI",-4,"36",1,39,8296080,10636
"B4_6_12_S12-0184_1_BHIrif_-1_36_1","B4","6",12,"S12-0184",1,"BHIrif",-1,"36",1,0,0,11
"B4_6_12_S12-0184_1_BHIrif_-1_36_2","B4","6",12,"S12-0184",1,"BHIrif",-1,"36",2,2,458.7642212,11
"B4_6_12_S12-0184_1_BHI_-4_36_1","B4","6",12,"S12-0184",1,"BHI",-4,"36",1,93,20584620,11067
"B4_6_15_S12-0166_1_BHI_-3_24_1","B4","6",15,"S12-0166",1,"BHI",-3,"24",1,185,81371096,1126
"B4_6_15_S12-0180_1_BHI_-3_24_1","B4","6",15,"S12-0180",1,"BHI",-3,"24",1,207,19688990,1149
"B4_6_15_S12-0184_1_BHI_-5_24_1","B4","6",15,"S12-0184",1,"BHI",-5,"24",1,13,28485080,109558
"B4_6_15_S12-0166_1_BHIrif_-4_36_1","B4","6",15,"S12-0166",1,"BHIrif",-4,"36",1,115,25904900,11263
"B4_6_15_S12-0166_1_BHIrif_-4_36_2","B4","6",15,"S12-0166",1,"BHIrif",-4,"36",2,116,26130160,11263
"B4_6_15_S12-0166_1_BHI_-5_36_1","B4","6",15,"S12-0166",1,"BHI",-5,"36",1,28,63070000,112625
"B4_6_15_S12-0180_1_BHIrif_-1_36_2","B4","6",15,"S12-0180",1,"BHIrif",-1,"36",2,194,42680,11
"B4_6_15_S12-0180_1_BHIrif_-1_36_1","B4","6",15,"S12-0180",1,"BHIrif",-1,"36",1,187,41140,11
"B4_6_15_S12-0184_1_BHIrif_-1_36_2","B4","6",15,"S12-0184",1,"BHIrif",-1,"36",2,1,220,11
"B4_6_15_S12-0184_1_BHIrif_-1_36_1","B4","6",15,"S12-0184",1,"BHIrif",-1,"36",1,2,440,11
"B4_6_15_S12-0184_1_BHI_-5_36_1","B4","6",15,"S12-0184",1,"BHI",-5,"36",1,17,372495520,1095575
"B4_6_15_S12-0180_1_BHI_-5_36_1","B4","6",15,"S12-0180",1,"BHI",-5,"36",1,7,160853136,1148951
"B4_6_18_S12-0166_1_BHI_-5_24_1","B4","6",18,"S12-0166",1,"BHI",-5,"24",1,10,22595000,112975
"B4_6_18_S12-0184_1_BHI_-3_24_1","B4","6",18,"S12-0184",1,"BHI",-3,"24",1,273,49131520,1159
"B4_6_18_S12-0180_1_BHI_-3_24_1","B4","6",18,"S12-0180",1,"BHI",-3,"24",1,162,15784272,1177
"B4_6_18_S12-0166_1_BHIrif_-5_36_1","B4","6",18,"S12-0166",1,"BHIrif",-5,"36",1,15,33892500,112975
"B4_6_18_S12-0166_1_BHI_-5_36_1","B4","6",18,"S12-0166",1,"BHI",-5,"36",1,11,24854500,112975
"B4_6_18_S12-0166_1_BHIrif_-5_36_2","B4","6",18,"S12-0166",1,"BHIrif",-5,"36",2,9,20335500,112975
"B4_6_18_S12-0180_1_BHIrif_-1_36_2","B4","6",18,"S12-0180",1,"BHIrif",-1,"36",2,49,11760,12
"B4_6_18_S12-0180_1_BHIrif_-1_36_1","B4","6",18,"S12-0180",1,"BHIrif",-1,"36",1,49,11760,12
"B4_6_18_S12-0180_1_BHI_-5_36_1","B4","6",18,"S12-0180",1,"BHI",-5,"36",1,12,28237440,117656
"B4_6_18_S12-0184_1_BHIrif_-1_36_1","B4","6",18,"S12-0184",1,"BHIrif",-1,"36",1,36,8640,12
"B4_6_18_S12-0184_1_BHIrif_-1_36_2","B4","6",18,"S12-0184",1,"BHIrif",-1,"36",2,46,11040,12
"B4_6_18_S12-0184_1_BHI_-5_36_1","B4","6",18,"S12-0184",1,"BHI",-5,"36",1,6,13905840,115882
"B4_6_21_S12-0166_1_BHI_-6_24_1","B4","6",21,"S12-0166",1,"BHI",-6,"24",1,79,1800032256,1139261
"B4_6_21_S12-0184_1_BHI_-6_24_1","B4","6",21,"S12-0184",1,"BHI",-6,"24",1,23,492120864,1069828
"B4_6_21_S12-0180_1_BHI_-4_24_1","B4","6",21,"S12-0180",1,"BHI",-4,"24",1,198,111496560,11465
"B4_6_21_S12-0166_1_BHIrif_-3_36_1","B4","6",21,"S12-0166",1,"BHIrif",-3,"36",1,228,101442192,1139
"B4_6_21_S12-0166_1_BHIrif_-3_36_2","B4","6",21,"S12-0166",1,"BHIrif",-3,"36",2,245,109005864,1139
"B4_6_21_S12-0184_1_BHIrif_-1_36_2","B4","6",21,"S12-0184",1,"BHIrif",-1,"36",2,276,471428.5625,11
"B4_6_21_S12-0184_1_BHIrif_-1_36_1","B4","6",21,"S12-0184",1,"BHIrif",-1,"36",1,194,331366.4375,11
"B4_6_21_S12-0180_1_BHI_-4_36_1","B4","6",21,"S12-0180",1,"BHI",-4,"36",1,222,125011296,11465
"B4_6_21_S12-0180_1_BHIrif_-1_36_2","B4","6",21,"S12-0180",1,"BHIrif",-1,"36",2,19,4180,11
"B4_6_21_S12-0180_1_BHIrif_-1_36_1","B4","6",21,"S12-0180",1,"BHIrif",-1,"36",1,1,220,11
"B4_6_21_S12-0166_1_BHI_-6_36_1","B4","6",21,"S12-0166",1,"BHI",-6,"36",1,75,1708891520,1139261
"B4_6_21_S12-0184_1_BHI_-6_36_1","B4","6",21,"S12-0184",1,"BHI",-6,"36",1,26,556310528,1069828
"B4_6_24_S12-0166_1_BHI_-6_24_1","B4","6",24,"S12-0166",1,"BHI",-6,"24",1,50,1200243968,1200244
"B4_6_24_S12-0184_1_BHI_-6_24_1","B4","6",24,"S12-0184",1,"BHI",-6,"24",1,44,9.68e+08,1100000
"B4_6_24_S12-0180_1_BHI_-6_24_1","B4","6",24,"S12-0180",1,"BHI",-6,"24",1,72,1809809280,1256812
"B4_6_24_S12-0166_1_BHIrif_-5_36_1","B4","6",24,"S12-0166",1,"BHIrif",-5,"36",1,106,254450880,120024
"B4_6_24_S12-0180_1_BHIrif_-3_36_2","B4","6",24,"S12-0180",1,"BHIrif",-3,"36",2,53,1332420,1257
"B4_6_24_S12-0180_1_BHIrif_-3_36_1","B4","6",24,"S12-0180",1,"BHIrif",-3,"36",1,63,1583820,1257
"B4_6_24_S12-0166_1_BHI_-6_36_1","B4","6",24,"S12-0166",1,"BHI",-6,"36",1,63,1512307456,1200244
"B4_6_24_S12-0166_1_BHIrif_-5_36_2","B4","6",24,"S12-0166",1,"BHIrif",-5,"36",2,92,220844160,120024
"B4_6_24_S12-0184_1_BHIrif_-1_36_1","B4","6",24,"S12-0184",1,"BHIrif",-1,"36",1,275,469720.5,11
"B4_6_24_S12-0180_1_BHI_-6_36_1","B4","6",24,"S12-0180",1,"BHI",-6,"36",1,72,1809809280,1256812
"B4_6_24_S12-0184_1_BHIrif_-1_36_2","B4","6",24,"S12-0184",1,"BHIrif",-1,"36",2,254,433850.9375,11
"B4_6_24_S12-0184_1_BHI_-6_36_1","B4","6",24,"S12-0184",1,"BHI",-6,"36",1,48,1.056e+09,1100000
"B4_6_27_S12-0166_1_BHI_-6_24_1","B4","6",27,"S12-0166",1,"BHI",-6,"24",1,187,4207713280,1125057
"B4_6_27_S12-0184_1_BHI_-6_24_1","B4","6",27,"S12-0184",1,"BHI",-6,"24",1,49,1030346560,1051374
"B4_6_27_S12-0180_1_BHI_-6_24_1","B4","6",27,"S12-0180",1,"BHI",-6,"24",1,201,7085131776,1139261
"B4_6_27_S12-0166_1_BHIrif_-5_36_1","B4","6",27,"S12-0166",1,"BHIrif",-5,"36",1,162,563922368,112506
"B4_6_27_S12-0166_1_BHI_-6_36_1","B4","6",27,"S12-0166",1,"BHI",-6,"36",1,168,3780191232,1125057
"B4_6_27_S12-0166_1_BHIrif_-5_36_2","B4","6",27,"S12-0166",1,"BHIrif",-5,"36",2,169,588289408,112506
"B4_6_27_S12-0184_1_BHI_-6_36_1","B4","6",27,"S12-0184",1,"BHI",-6,"36",1,118,2481242624,1051374
"B4_6_27_S12-0184_1_BHIrif_-2_36_2","B4","6",27,"S12-0184",1,"BHIrif",-2,"36",2,242,786200.5,105
"B4_6_27_S12-0184_1_BHIrif_-2_36_1","B4","6",27,"S12-0184",1,"BHIrif",-2,"36",1,200,420000,105
"B4_6_27_S12-0180_1_BHI_-6_36_1","B4","6",27,"S12-0180",1,"BHI",-6,"36",1,196,6908884480,1139261
"B4_6_27_S12-0180_1_BHIrif_-3_36_2","B4","6",27,"S12-0180",1,"BHIrif",-3,"36",2,51,1161780,1139
"B4_6_27_S12-0180_1_BHIrif_-3_36_1","B4","6",27,"S12-0180",1,"BHIrif",-3,"36",1,54,1230120,1139
"B4_6_30_S12-0166_1_BHI_-6_24_1","B4","6",30,"S12-0166",1,"BHI",-6,"24",1,19,432629248,1138498
"B4_6_30_S12-0180_1_BHI_-6_24_1","B4","6",30,"S12-0180",1,"BHI",-6,"24",1,34,730337664,1074026
"B4_6_30_S12-0184_1_BHI_-6_24_1","B4","6",30,"S12-0184",1,"BHI",-6,"24",1,82,1731584128,1055844
"B4_6_30_S12-0166_1_BHIrif_-5_36_1","B4","6",30,"S12-0166",1,"BHIrif",-5,"36",1,13,29601000,113850
"B4_6_30_S12-0180_1_BHI_-6_36_1","B4","6",30,"S12-0180",1,"BHI",-6,"36",1,41,880848960,1074206
"B4_6_30_S12-0180_1_BHIrif_-1_36_2","B4","6",30,"S12-0180",1,"BHIrif",-1,"36",2,24,5280,11
"B4_6_30_S12-0180_1_BHIrif_-1_36_1","B4","6",30,"S12-0180",1,"BHIrif",-1,"36",1,10,2200,11
"B4_6_30_S12-0166_1_BHI_-6_36_1","B4","6",30,"S12-0166",1,"BHI",-6,"36",1,21,478169152,1138498
"B4_6_30_S12-0166_1_BHIrif_-5_36_2","B4","6",30,"S12-0166",1,"BHIrif",-5,"36",2,15,34155000,113850
"B4_6_30_S12-0184_1_BHI_-6_36_1","B4","6",30,"S12-0184",1,"BHI",-6,"36",1,106,2238389248,1055844
"B4_6_30_S12-0184_1_BHIrif_-1_36_2","B4","6",30,"S12-0184",1,"BHIrif",-1,"36",2,0,0,11
"B4_6_30_S12-0184_1_BHIrif_-1_36_1","B4","6",30,"S12-0184",1,"BHIrif",-1,"36",1,3,660,11
"B5_6_0_S12-0166_2_BHI_-3_24_1","B5","6",0,"S12-0166",2,"BHI",-3,"24",1,82,1785960,1089
"B5_6_0_S12-0184_2_BHI_-1_24_1","B5","6",0,"S12-0184",2,"BHI",-1,"24",1,112,20160,9
"B5_6_0_S12-0180_2_BHI_-1_24_1","B5","6",0,"S12-0180",2,"BHI",-1,"24",1,132,29040,11
"B5_6_0_S12-0166_2_BHIrif_-1_36_1","B5","6",0,"S12-0166",2,"BHIrif",-1,"36",1,34,7480,11
"B5_6_0_S12-0166_2_BHIrif_-1_36_2","B5","6",0,"S12-0166",2,"BHIrif",-1,"36",2,45,9900,11
"B5_6_0_S12-0166_2_BHI_-3_36_1","B5","6",0,"S12-0166",2,"BHI",-3,"36",1,88,1916640,1089
"B5_6_0_S12-0180_2_BHIrif_-1_36_1","B5","6",0,"S12-0180",2,"BHIrif",-1,"36",1,16,3520,11
"B5_6_0_S12-0180_2_BHIrif_-1_36_2","B5","6",0,"S12-0180",2,"BHIrif",-1,"36",2,22,4840,11
"B5_6_0_S12-0180_2_BHI_-1_36_1","B5","6",0,"S12-0180",2,"BHI",-1,"36",1,138,30360,11
"B5_6_0_S12-0184_2_BHIrif_-1_36_1","B5","6",0,"S12-0184",2,"BHIrif",-1,"36",1,6,1080,9
"B5_6_0_S12-0184_2_BHIrif_-1_36_2","B5","6",0,"S12-0184",2,"BHIrif",-1,"36",2,0,0,9
"B5_6_0_S12-0184_2_BHI_-1_36_1","B5","6",0,"S12-0184",2,"BHI",-1,"36",1,108,19440,9
"B5_6_1_S12-0166_2_BHI_-1_24_1","B5","6",1,"S12-0166",2,"BHI",-1,"24",1,186,91355.59375,10
"B5_6_1_S12-0184_2_BHI_-3_24_1","B5","6",1,"S12-0184",2,"BHI",-3,"24",1,10,200800,1004
"B5_6_1_S12-0180_2_BHI_-1_24_1","B5","6",1,"S12-0180",2,"BHI",-1,"24",1,240,117878.1875,10
"B5_6_1_S12-0166_2_BHIrif_-1_36_1","B5","6",1,"S12-0166",2,"BHIrif",-1,"36",1,67,13400,10
"B5_6_1_S12-0166_2_BHI_-1_36_1","B5","6",1,"S12-0166",2,"BHI",-1,"36",1,177,86935.16406,10
"B5_6_1_S12-0166_2_BHIrif_-1_36_2","B5","6",1,"S12-0166",2,"BHIrif",-1,"36",2,65,13000,10
"B5_6_1_S12-0180_2_BHI_-1_36_1","B5","6",1,"S12-0180",2,"BHI",-1,"36",1,229,112475.4375,10
"B5_6_1_S12-0180_2_BHIrif_-1_36_2","B5","6",1,"S12-0180",2,"BHIrif",-1,"36",2,25,5078.403809,10
"B5_6_1_S12-0180_2_BHIrif_-1_36_1","B5","6",1,"S12-0180",2,"BHIrif",-1,"36",1,27,5400,10
"B5_6_1_S12-0184_2_BHI_-3_36_1","B5","6",1,"S12-0184",2,"BHI",-3,"36",1,12,240960,1004
"B5_6_1_S12-0184_2_BHIrif_-1_36_2","B5","6",1,"S12-0184",2,"BHIrif",-1,"36",2,5,1000,10
"B5_6_1_S12-0184_2_BHIrif_-1_36_1","B5","6",1,"S12-0184",2,"BHIrif",-1,"36",1,5,1000,10
"B5_6_2_S12-0166_2_BHI_-1_24_1","B5","6",2,"S12-0166",2,"BHI",-1,"24",1,221,377484.4688,11
"B5_6_2_S12-0180_2_BHI_-1_24_1","B5","6",2,"S12-0180",2,"BHI",-1,"24",1,194,95284.86719,10
"B5_6_2_S12-0184_2_BHI_-1_24_1","B5","6",2,"S12-0184",2,"BHI",-1,"24",1,206,319875.7813,10
"B5_6_2_S12-0166_2_BHIrif_-1_36_1","B5","6",2,"S12-0166",2,"BHIrif",-1,"36",1,32,7040,11
"B5_6_2_S12-0166_2_BHIrif_-1_36_2","B5","6",2,"S12-0166",2,"BHIrif",-1,"36",2,30,6600,11
"B5_6_2_S12-0180_2_BHIrif_-1_36_2","B5","6",2,"S12-0180",2,"BHIrif",-1,"36",2,9,1800,10
"B5_6_2_S12-0180_2_BHIrif_-1_36_1","B5","6",2,"S12-0180",2,"BHIrif",-1,"36",1,14,2800,10
"B5_6_2_S12-0166_2_BHI_-1_36_1","B5","6",2,"S12-0166",2,"BHI",-1,"36",1,200,341614.9063,11
"B5_6_2_S12-0184_2_BHIrif_-1_36_2","B5","6",2,"S12-0184",2,"BHIrif",-1,"36",2,0,0,10
"B5_6_2_S12-0184_2_BHIrif_-1_36_1","B5","6",2,"S12-0184",2,"BHIrif",-1,"36",1,0,0,10
"B5_6_2_S12-0180_2_BHI_-1_36_1","B5","6",2,"S12-0180",2,"BHI",-1,"36",1,197,96758.34375,10
"B5_6_2_S12-0184_2_BHI_-1_36_1","B5","6",2,"S12-0184",2,"BHI",-1,"36",1,223,346273.2813,10
"B5_6_3_S12-0166_2_BHI_-1_24_1","B5","6",3,"S12-0166",2,"BHI",-1,"24",1,206,187582.7813,11
"B5_6_3_S12-0180_2_BHI_-3_24_1","B5","6",3,"S12-0180",2,"BHI",-3,"24",1,251,22149504,1066
"B5_6_3_S12-0184_2_BHI_-3_24_1","B5","6",3,"S12-0184",2,"BHI",-3,"24",1,247,19772268,967
"B5_6_3_S12-0166_2_BHIrif_-1_36_1","B5","6",3,"S12-0166",2,"BHIrif",-1,"36",1,114,25080,11
"B5_6_3_S12-0166_2_BHI_-1_36_1","B5","6",3,"S12-0166",2,"BHI",-1,"36",1,191,173923.8438,11
"B5_6_3_S12-0166_2_BHIrif_-1_36_2","B5","6",3,"S12-0166",2,"BHIrif",-1,"36",2,149,32780,11
"B5_6_3_S12-0180_2_BHIrif_-1_36_2","B5","6",3,"S12-0180",2,"BHIrif",-1,"36",2,11,2420,11
"B5_6_3_S12-0180_2_BHIrif_-1_36_1","B5","6",3,"S12-0180",2,"BHIrif",-1,"36",1,19,4180,11
"B5_6_3_S12-0180_2_BHI_-3_36_1","B5","6",3,"S12-0180",2,"BHI",-3,"36",1,220,19413908,1066
"B5_6_3_S12-0184_2_BHIrif_-1_36_2","B5","6",3,"S12-0184",2,"BHIrif",-1,"36",2,0,0,10
"B5_6_3_S12-0184_2_BHIrif_-1_36_1","B5","6",3,"S12-0184",2,"BHIrif",-1,"36",1,0,0,10
"B5_6_3_S12-0184_2_BHI_-3_36_1","B5","6",3,"S12-0184",2,"BHI",-3,"36",1,234,18731622,967
"B5_6_4_S12-0166_2_BHI_-3_24_1","B5","6",4,"S12-0166",2,"BHI",-3,"24",1,9,188460,1047
"B5_6_4_S12-0180_2_BHI_-3_24_1","B5","6",4,"S12-0180",2,"BHI",-3,"24",1,86,1850720,1076
"B5_6_4_S12-0184_2_BHI_-3_24_1","B5","6",4,"S12-0184",2,"BHI",-3,"24",1,202,18109768,1083
"B5_6_4_S12-0166_2_BHIrif_-1_36_1","B5","6",4,"S12-0166",2,"BHIrif",-1,"36",1,233,72091.58594,10
"B5_6_4_S12-0166_2_BHIrif_-1_36_2","B5","6",4,"S12-0166",2,"BHIrif",-1,"36",2,211,65284.65234,10
"B5_6_4_S12-0180_2_BHIrif_-1_36_2","B5","6",4,"S12-0180",2,"BHIrif",-1,"36",2,0,0,11
"B5_6_4_S12-0180_2_BHIrif_-1_36_1","B5","6",4,"S12-0180",2,"BHIrif",-1,"36",1,0,0,11
"B5_6_4_S12-0166_2_BHI_-3_36_1","B5","6",4,"S12-0166",2,"BHI",-3,"36",1,11,230340,1047
"B5_6_4_S12-0180_2_BHI_-3_36_1","B5","6",4,"S12-0180",2,"BHI",-3,"36",1,88,1893760,1076
"B5_6_4_S12-0184_2_BHIrif_-1_36_1","B5","6",4,"S12-0184",2,"BHIrif",-1,"36",1,58,12760,11
"B5_6_4_S12-0184_2_BHIrif_-1_36_2","B5","6",4,"S12-0184",2,"BHIrif",-1,"36",2,110,24200,11
"B5_6_4_S12-0184_2_BHI_-3_36_1","B5","6",4,"S12-0184",2,"BHI",-3,"36",1,182,16316722,1083
"B5_6_6_S12-0166_2_BHI_-4_24_1","B5","6",6,"S12-0166",2,"BHI",-4,"24",1,299,488149984,10514
"B5_6_6_S12-0184_2_BHI_-4_24_1","B5","6",6,"S12-0184",2,"BHI",-4,"24",1,163,52324412,10375
"B5_6_6_S12-0180_2_BHI_-2_24_1","B5","6",6,"S12-0180",2,"BHI",-2,"24",1,186,995776,109
"B5_6_6_S12-0166_2_BHIrif_-3_36_1","B5","6",6,"S12-0166",2,"BHIrif",-3,"36",1,157,3300140,1051
"B5_6_6_S12-0166_2_BHIrif_-3_36_2","B5","6",6,"S12-0166",2,"BHIrif",-3,"36",2,160,3363200,1051
"B5_6_6_S12-0184_2_BHIrif_-1_36_1","B5","6",6,"S12-0184",2,"BHIrif",-1,"36",1,46,9200,10
"B5_6_6_S12-0180_2_BHI_-2_36_1","B5","6",6,"S12-0180",2,"BHI",-2,"36",1,233,785798.25,109
"B5_6_6_S12-0180_2_BHIrif_-1_36_2","B5","6",6,"S12-0180",2,"BHIrif",-1,"36",2,10,2200,11
"B5_6_6_S12-0180_2_BHIrif_-1_36_1","B5","6",6,"S12-0180",2,"BHIrif",-1,"36",1,9,1980,11
"B5_6_6_S12-0166_2_BHI_-4_36_1","B5","6",6,"S12-0166",2,"BHI",-4,"36",1,295,481619552,10514
"B5_6_6_S12-0184_2_BHIrif_-1_36_2","B5","6",6,"S12-0184",2,"BHIrif",-1,"36",2,6,1200,10
"B5_6_6_S12-0184_2_BHI_-4_36_1","B5","6",6,"S12-0184",2,"BHI",-4,"36",1,161,51682396,10375
"B5_6_9_S12-0166_2_BHI_-5_24_1","B5","6",9,"S12-0166",2,"BHI",-5,"24",1,203,432661984,106567
"B5_6_9_S12-0184_2_BHI_-3_24_1","B5","6",9,"S12-0184",2,"BHI",-3,"24",1,260,13076621,1024
"B5_6_9_S12-0180_2_BHI_-3_24_1","B5","6",9,"S12-0180",2,"BHI",-3,"24",1,156,3378960,1083
"B5_6_9_S12-0166_2_BHIrif_-4_36_1","B5","6",9,"S12-0166",2,"BHIrif",-4,"36",1,103,21953420,10657
"B5_6_9_S12-0166_2_BHIrif_-4_36_2","B5","6",9,"S12-0166",2,"BHIrif",-4,"36",2,242,79795608,10657
"B5_6_9_S12-0184_2_BHI_-3_36_1","B5","6",9,"S12-0184",2,"BHI",-3,"36",1,243,12221611,1024
"B5_6_9_S12-0184_2_BHIrif_-1_36_2","B5","6",9,"S12-0184",2,"BHIrif",-1,"36",2,179,35800,10
"B5_6_9_S12-0184_2_BHIrif_-1_36_1","B5","6",9,"S12-0184",2,"BHIrif",-1,"36",1,185,37000,10
"B5_6_9_S12-0180_2_BHI_-3_36_1","B5","6",9,"S12-0180",2,"BHI",-3,"36",1,145,3140700,1083
"B5_6_9_S12-0180_2_BHIrif_-1_36_2","B5","6",9,"S12-0180",2,"BHIrif",-1,"36",2,0,0,11
"B5_6_9_S12-0180_2_BHIrif_-1_36_1","B5","6",9,"S12-0180",2,"BHIrif",-1,"36",1,1,220,11
"B5_6_9_S12-0166_2_BHI_-5_36_1","B5","6",9,"S12-0166",2,"BHI",-5,"36",1,181,385772544,106567
"B5_6_12_S12-0166_2_BHI_-3_24_1","B5","6",12,"S12-0166",2,"BHI",-3,"24",1,243,20719372,1030
"B5_6_12_S12-0184_2_BHI_-3_24_1","B5","6",12,"S12-0184",2,"BHI",-3,"24",1,242,39794720,1059
"B5_6_12_S12-0180_2_BHI_-5_24_1","B5","6",12,"S12-0180",2,"BHI",-5,"24",1,198,428681888,108253
"B5_6_12_S12-0166_2_BHIrif_-4_36_1","B5","6",12,"S12-0166",2,"BHIrif",-4,"36",1,2,411920,10298
"B5_6_12_S12-0180_2_BHIrif_-1_36_2","B5","6",12,"S12-0180",2,"BHIrif",-1,"36",2,44,9680,11
"B5_6_12_S12-0180_2_BHIrif_-1_36_1","B5","6",12,"S12-0180",2,"BHIrif",-1,"36",1,40,8800,11
"B5_6_12_S12-0166_2_BHI_-3_36_1","B5","6",12,"S12-0166",2,"BHI",-3,"36",1,238,20293046,1030
"B5_6_12_S12-0166_2_BHIrif_-2_36_1","B5","6",12,"S12-0166",2,"BHIrif",-2,"36",1,176,362560,103
"B5_6_12_S12-0184_2_BHI_-5_36_1","B5","6",12,"S12-0184",2,"BHI",-5,"36",1,10,21189800,105949
"B5_6_12_S12-0184_2_BHIrif_-1_36_2","B5","6",12,"S12-0184",2,"BHIrif",-1,"36",2,13,2860,11
"B5_6_12_S12-0184_2_BHIrif_-1_36_1","B5","6",12,"S12-0184",2,"BHIrif",-1,"36",1,15,3300,11
"B5_6_12_S12-0180_2_BHI_-5_36_1","B5","6",12,"S12-0180",2,"BHI",-5,"36",1,190,411361408,108253
"B5_6_15_S12-0166_2_BHI_-4_24_1","B5","6",15,"S12-0166",2,"BHI",-4,"24",1,181,103692728,11664
