"day","prop_spoiled","variance","adj","param"
13,0.939,0.317663632750467,"baseline","no_of_strains"
14,0.944,0.315410229164274,"baseline","no_of_strains"
15,0.947,0.31407642704027,"baseline","no_of_strains"
16,0.947,0.313221678564918,"baseline","no_of_strains"
17,0.947,0.312531562889729,"baseline","no_of_strains"
18,0.948,0.311841671497895,"baseline","no_of_strains"
19,0.951,0.311081691062939,"baseline","no_of_strains"
20,0.953,0.310232466754523,"baseline","no_of_strains"
21,0.954,0.3093000312256,"baseline","no_of_strains"
22,0.955,0.308300795476794,"baseline","no_of_strains"
