"day","prop_spoiled","variance","adj","param"
2,0,0.104155249009051,5,"no_of_strains"
3,0.009,0.350920055848243,5,"no_of_strains"
4,0.036,0.624993346764452,5,"no_of_strains"
5,0.061,0.836583333525295,5,"no_of_strains"
6,0.087,0.940751865867423,5,"no_of_strains"
7,0.112,0.880024400839361,5,"no_of_strains"
8,0.14,0.688904464651458,5,"no_of_strains"
9,0.158,0.493648801709488,5,"no_of_strains"
10,0.189,0.353958193086644,5,"no_of_strains"
11,0.218,0.266653323297157,5,"no_of_strains"
12,0.249,0.21514226163861,5,"no_of_strains"
13,0.273,0.185602737099049,5,"no_of_strains"
14,0.297,0.169373083076736,5,"no_of_strains"
15,0.319,0.161169438292517,5,"no_of_strains"
16,0.342,0.157730868965402,5,"no_of_strains"
17,0.373,0.157106632721742,5,"no_of_strains"
18,0.384,0.158127086679519,5,"no_of_strains"
19,0.389,0.160066422521342,5,"no_of_strains"
20,0.406,0.162464503681144,5,"no_of_strains"
21,0.421,0.165027926961937,5,"no_of_strains"
22,0.434,0.167572753234933,5,"no_of_strains"
1,0,0.0202781838274231,6,"no_of_strains"
2,0,0.158857390106858,6,"no_of_strains"
3,0.016,0.415665657056333,6,"no_of_strains"
4,0.047,0.692505021377466,6,"no_of_strains"
5,0.075,0.918705734403968,6,"no_of_strains"
6,0.104,1.05301030282672,6,"no_of_strains"
7,0.127,1.0321045550826,6,"no_of_strains"
8,0.158,0.855187071027948,6,"no_of_strains"
9,0.184,0.644088562808217,6,"no_of_strains"
10,0.214,0.480414793615433,6,"no_of_strains"
11,0.241,0.372377481624244,6,"no_of_strains"
12,0.272,0.305714371747295,6,"no_of_strains"
13,0.306,0.26601032686914,6,"no_of_strains"
14,0.34,0.243252960567949,6,"no_of_strains"
15,0.357,0.231024515050028,6,"no_of_strains"
16,0.372,0.225241693666747,6,"no_of_strains"
17,0.404,0.223352156568593,6,"no_of_strains"
18,0.422,0.22376119911156,6,"no_of_strains"
19,0.437,0.22545189796801,6,"no_of_strains"
20,0.457,0.227767822306236,6,"no_of_strains"
21,0.472,0.230285470724074,6,"no_of_strains"
22,0.487,0.232736514334031,6,"no_of_strains"
1,0,0.00965729158775975,"baseline","no_of_strains"
2,0,0.0494962144814423,"baseline","no_of_strains"
3,0.003,0.255918953267692,"baseline","no_of_strains"
4,0.022,0.498713976493731,"baseline","no_of_strains"
5,0.043,0.681629685543293,"baseline","no_of_strains"
6,0.066,0.775362551881261,"baseline","no_of_strains"
7,0.085,0.768871853242313,"baseline","no_of_strains"
8,0.106,0.714352227861827,"baseline","no_of_strains"
9,0.124,0.680923480145425,"baseline","no_of_strains"
10,0.155,0.677817743435711,"baseline","no_of_strains"
11,0.176,0.686267515635069,"baseline","no_of_strains"
12,0.199,0.696260622906463,"baseline","no_of_strains"
13,0.227,0.697418920885773,"baseline","no_of_strains"
14,0.245,0.693137962160957,"baseline","no_of_strains"
15,0.256,0.686260354020733,"baseline","no_of_strains"
16,0.277,0.676322529214247,"baseline","no_of_strains"
17,0.295,0.664106167946429,"baseline","no_of_strains"
18,0.304,0.65090846952101,"baseline","no_of_strains"
19,0.32,0.637586605870806,"baseline","no_of_strains"
20,0.337,0.624581657399271,"baseline","no_of_strains"
21,0.349,0.612071785080324,"baseline","no_of_strains"
22,0.362,0.600080928770884,"baseline","no_of_strains"
